expand href,column-occurred,column-city,column-state,column-country,column-shape,column-summary,column-reported,column-hasimage,column-explanation
https://nuforc.org/sighting/?id=190472,06/25/2025 03:00,Shanghai,Shanghai,China,Star,High Altitude Objects Flying Hypersonic Speeds,06/24/2025,Y,
https://nuforc.org/sighting/?id=190434,06/22/2025 19:45,Harrison Township,MI,USA,Orb,Something electronic like a small drone with the body and movement of an extremely large flying insect emerges from river.,06/23/2025,,
https://nuforc.org/sighting/?id=190195,06/14/2025 15:30,Meridian,ID,USA,Disk,"I saw a dull black huge disc shaped with another layer of craft under that, but connected. Spires high up from the top & bottom.",06/17/2025,Y,
https://nuforc.org/sighting/?id=190100,06/04/2025 18:59,Colorado Springs,CO,USA,Cigar,Large cigar shaped ufo was incredibly shocking to see,06/04/2025,Y,
https://nuforc.org/sighting/?id=189744,05/19/2025 21:57,Johnstown,CO,USA,Orb,Bright white light seen overhead traveling very fast southbound directly over I25. Object was being persued by blackhawk helicopter.,05/19/2025,Y,
https://nuforc.org/sighting/?id=189687,05/17/2025 22:30,Oak Hill,FL,USA,Triangle,Huge triangle craft with escorts flew silently over my property before disappearing.,05/18/2025,,
https://nuforc.org/sighting/?id=189804,05/16/2025 23:00,Los Olivos,CA,USA,Unknown,I saw a huge glowing object I thought it had to be winery sign but was too huge and high in sky mother ship fading in/out of sight.,05/23/2025,,
https://nuforc.org/sighting/?id=189548,05/11/2025 19:15,Minneapolis,MN,USA,Changing,"An hour before sunset, a black and silver (reflective) rhombus-shaped craft appeared over the lake area. It was hovering and rotating",05/12/2025,,
https://nuforc.org/sighting/?id=189482,05/07/2025 23:20,North Richland Hills,TX,USA,Triangle,Large black triangle shaped object the size of a football field with pale green lights.,05/08/2025,,
https://nuforc.org/sighting/?id=189472,05/07/2025 02:49,Shermans Dale,PA,USA,Orb,"Bright light shining out of our woods, then moved over my mother-in-laws house (our neighbor).",05/08/2025,Y,
https://nuforc.org/sighting/?id=189386,05/05/2025 08:30,Houma,LA,USA,Teardrop,Clearly witnessed a tear shaped ufo over our airbase,05/05/2025,,
https://nuforc.org/sighting/?id=189333,05/02/2025 20:30,Painted Post,NY,USA,Disk,"black disk, no lights",05/02/2025,Y,
https://nuforc.org/sighting/?id=189362,05/02/2025 03:15,Holladay,UT,USA,Unknown,I was woken up somehow but felt glued to my bed and witnessed 2 maybe 3 little beings behind not even a foot tall at the base of my bed,05/03/2025,,
https://nuforc.org/sighting/?id=189797,04/30/2025 20:09,Dunnellon,FL,USA,Other,V shaped spacecraft flew over my house.,05/22/2025,Y,
https://nuforc.org/sighting/?id=189219,04/27/2025 23:30,Auburndale,WI,USA,Teardrop,I was on the highway driving and looked to my left and their was a huge machine like thing with lights hovering,04/28/2025,,
https://nuforc.org/sighting/?id=189030,04/17/2025 22:05,Pornic,Pays de la Loire,France,Triangle,Three large red lights in a triangle and a single entity.,04/18/2025,,
https://nuforc.org/sighting/?id=189679,04/15/2025 02:00,Searcy,AR,USA,Unknown,"I felt uneasy as I was driving, my vehicle started driving slower than the set cc setting, flew faster than my eyes could keep up with.",05/17/2025,,
https://nuforc.org/sighting/?id=188877,04/12/2025 21:15,Greater Sudbury,ON,Canada,Changing,Orange object was half transparent on the top and more soild on the bottom. It also flashed extremely bright when it first appeared,04/12/2025,Y,
https://nuforc.org/sighting/?id=189105,04/09/2025 23:56,Grand Rapids,MI,USA,Unknown,"Very bright light outside window, went outside and saw a very large, silent patch of black.",04/22/2025,,
https://nuforc.org/sighting/?id=188813,04/04/2025 21:00,Porterville,CA,USA,Other,"Octahedron, dark metallic, 600-900ft away, followed parallel w vehicle at same speed, turned 90 degrees away, no lights or sounds.",04/09/2025,Y,
https://nuforc.org/sighting/?id=189631,04/02/2025 14:30,Schuylerville,NY,USA,Sphere,"I saw a 25-30' bubble with red, white and yellow swirling colors, clear near left/bottom, hovering by treeline",05/15/2025,,
https://nuforc.org/sighting/?id=188755,03/28/2025 01:30,Lakewood,CO,USA,Triangle,"A large triangular craft with an X shaped cross structure passed overhead, followed by a helicopter sweeping the sky with a spotlight.",04/07/2025,Y,
https://nuforc.org/sighting/?id=188614,03/27/2025 05:12,Allenwood,PA,USA,Triangle,"Saw narrow triangle rising in the sky, triangle shitted to horizontal position and moved NE, moved to front deck to see it leaving.",03/29/2025,,
https://nuforc.org/sighting/?id=188522,03/24/2025 22:40,Nampa,ID,USA,Chevron,V or chevron shaped flying object,03/24/2025,,
https://nuforc.org/sighting/?id=188521,03/24/2025 22:20,Boise,ID,USA,Triangle,I caught movement in the sky above me at about 10:20 PM,03/24/2025,,
https://nuforc.org/sighting/?id=188542,03/19/2025 22:30,Lone Pine,CA,USA,Light,"Bright light, a connection, a show of silent power and speed.",03/25/2025,,
https://nuforc.org/sighting/?id=188402,03/19/2025 06:35,Manheim,PA,USA,Cigar,"Oblong cigar shaped,extremely bright white flashing. Object was hoving to the north approx 2 miles",03/19/2025,Y,
https://nuforc.org/sighting/?id=188352,03/16/2025 02:20,Oklahoma City,OK,USA,Star,"Saw a light in the sky moving back and forth and finally dropping down to land, seemingly caused street light to go out",03/16/2025,Y,
https://nuforc.org/sighting/?id=188339,03/15/2025 21:36,Passage West,County Cork,Ireland,Disk,Dome-like/square object ascending into sky with shining white light from the top.,03/15/2025,Y,
https://nuforc.org/sighting/?id=189327,03/14/2025 23:00,San Luis Obispo,CA,USA,Chevron,Large silent aircraft lights that didn’t reflect flying low slowly over a hill approaching a farm the memory is hard to focus on,05/03/2025,Y,
https://nuforc.org/sighting/?id=188361,03/13/2025 22:46,Michigan City,IN,USA,Oval,Emitted a pixelated shimmer of a opal but mermaid in color. Blinked as if an eye closing twice. Lost time,03/16/2025,,
https://nuforc.org/sighting/?id=188257,03/11/2025 16:15,Kansas City,MO,USA,Formation,Was driving in my car right past it no more then 100 ft above my car strange black shape completely stationary,03/12/2025,,
https://nuforc.org/sighting/?id=188250,03/11/2025 00:00,Yokote,Akita,Japan,Star,"Multiple star looking craft chasing each other at variable speeds, directions, and light intensity.",03/11/2025,Y,Starlink (Racetrack)?
https://nuforc.org/sighting/?id=188243,03/10/2025 17:44,Monroe,WA,USA,Oval,Red and black orb shape object,03/11/2025,,
https://nuforc.org/sighting/?id=188191,03/08/2025 23:22,Hemlock,NY,USA,Cigar,"Saw a massive, stretched egg-shaped object, gray with lights on the bottom. Moved, stopped, moved again in ways nothing should.",03/08/2025,,
https://nuforc.org/sighting/?id=188176,03/08/2025 21:33,Antwerp,Flanders,Belgium,Cigar,"Metallic, cylindrical UFO hovered over Antwerp for 30 sec then vanished eastward at high speed. No sound or propulsion, odd EM effects",03/08/2025,,
https://nuforc.org/sighting/?id=188260,03/08/2025 14:30,Lino Lakes,MN,USA,Egg,"Silver egg/circular shaped object hovering above tree line, then vanished",03/12/2025,,
https://nuforc.org/sighting/?id=188151,03/06/2025 19:36,Franklinton,LA,USA,Triangle,I saw 2 triangle shaped craft moving very slowly 20 ft above the treetops,03/06/2025,,
https://nuforc.org/sighting/?id=188095,03/02/2025 20:00,Collins,GA,USA,Light,"Spotted 2 UAPs in 24 hrs. Silent, flashing red & white lights, no FAA nav lights. Saw dark gray structure. Chased by car but lost it.",03/04/2025,,Drone?
https://nuforc.org/sighting/?id=188098,02/27/2025 19:15,Laguna Beach,CA,USA,Triangle,Saw a large triangle craft standing on the beach,03/04/2025,Y,
https://nuforc.org/sighting/?id=187985,02/26/2025 20:10,Copalis Beach,WA,USA,Triangle,"I'm guessing approximately 100 foot triangle, silent, stationary, and then slowly moving over me in my car just above the tree tops",02/26/2025,Y,
https://nuforc.org/sighting/?id=187940,02/24/2025 18:35,Huntington,NY,USA,Orb,Blackhawk helicopter (later confirmed with public flight data) pursuing a brilliant white orb.,02/25/2025,,
https://nuforc.org/sighting/?id=187865,02/21/2025 22:14,Mechanicville,NY,USA,Rectangle,5-6 drones flying at 500 feet from north to south chased by a large helicopter. Each drone had a single flood light shining down.,02/21/2025,,Drone?
https://nuforc.org/sighting/?id=187930,02/20/2025 22:00,McAllen,TX,USA,Orb,Color changing light orb that disappeared and reappeared,02/24/2025,Y,
https://nuforc.org/sighting/?id=188048,02/20/2025 20:45,Punta Cana,La Altagracia Province,Dominican Republic,Changing,"3 crafts, close proximity, the third followed us for 8-10 minutes",03/02/2025,,
https://nuforc.org/sighting/?id=187843,02/20/2025 19:01,Johnston City,IL,USA,Disk,A metallic disc was hovering above the lake.,02/20/2025,,
https://nuforc.org/sighting/?id=187725,02/14/2025 19:00,Windham,NH,USA,Triangle,Getting off highway in car with family we saw two football field wide triangle objects floating or slowly moving north above windham,02/14/2025,,
https://nuforc.org/sighting/?id=187923,02/12/2025 21:30,San Antonio,TX,USA,Chevron,Large craft with multiple white lights.,02/23/2025,,Aircraft?
https://nuforc.org/sighting/?id=187582,02/07/2025 18:23,West Valley City,UT,USA,Triangle,I just woke up! And I usually see outside my windows when I wake up and I saw this triangular prism shaped craft above the trees,02/07/2025,Y,
https://nuforc.org/sighting/?id=187407,01/31/2025 08:31,Taylor Mill,KY,USA,Changing,"noticed a strange black, silent craft",02/02/2025,Y,
https://nuforc.org/sighting/?id=187267,01/27/2025 21:30,Athens,GA,USA,Other,Noticed bright blue glowing lights behind subdivision tonight and saw a huge upside-down Pyramid rotating glowing red on bottom,01/27/2025,,
https://nuforc.org/sighting/?id=187273,01/27/2025 06:45,Longview,WA,USA,Triangle,"Saw unusual lights in distance, craft crossed over me from east of I5 to west, flew low and slow. Was big triangle.",01/28/2025,,
https://nuforc.org/sighting/?id=187223,01/26/2025 05:58,Oakland,CA,USA,Disk,I dont think i was dreaming but i saw two saucers fly towards me from the sky with lights and then an alien appear in my apartment,01/26/2025,,Dream?
https://nuforc.org/sighting/?id=187215,01/26/2025 00:37,Leeds,ME,USA,Other,Sphere descended from the sky and hovered about 40 feet off the ground. A tube of blue light came down and touched the Earth.,01/25/2025,,
https://nuforc.org/sighting/?id=187196,01/25/2025 17:59,Mount Vernon,NY,USA,Disk,The UFO was hovering approximately 250 above my apartment building,01/25/2025,,
https://nuforc.org/sighting/?id=187126,01/22/2025 19:30,,,Mexico,Oval,Oval shape craft sighted through the cockpit over the Gulf of Mexico,01/23/2025,,
https://nuforc.org/sighting/?id=187073,01/22/2025 02:02,Saint Marys,ON,Canada,Unknown,"Driving home, came up hill and blinded by bright red and white lights.",01/22/2025,,Drone?
https://nuforc.org/sighting/?id=187065,01/21/2025 22:35,Germantown,WI,USA,Circle,My husband was sleeping and I was on the brink of sleep. We heard a LOUD noise. I jumped out of bed and saw a UFO flying over our pond.,01/21/2025,Y,
https://nuforc.org/sighting/?id=187232,01/20/2025 20:07,Watson Lake,YT,Canada,Sphere,"A sphere with three bright white feather like surrounding it, I saw this in detail it was spectacular",01/27/2025,Y,
https://nuforc.org/sighting/?id=187024,01/20/2025 06:20,Coos Bay,OR,USA,Circle,I counted thirty objects appear out of the west and maintained a heading traveling north,01/20/2025,,
https://nuforc.org/sighting/?id=187094,01/19/2025 20:44,Nuggetty,Victoria,Australia,Circle,Disk shaped object captured in very clear photos,01/22/2025,Y,
https://nuforc.org/sighting/?id=186974,01/19/2025 03:00,Port St. Lucie,FL,USA,Changing,"About 3am my daughter asleep , woke up with light blinding her while in bed from neighbor's house. Object quiet but above bamboo tree.",01/19/2025,,
https://nuforc.org/sighting/?id=186929,01/17/2025 04:04,Gresham,SC,USA,Egg,"Out this world - shaped like an egg and almost the size of a car, didn’t move in the powerful wind, very close.",01/16/2025,Y,
https://nuforc.org/sighting/?id=186917,01/16/2025 19:05,Fort Thomas,KY,USA,Diamond,Black square with red and gold lights pulsing. Slowed down and then accelerated out of sight,01/16/2025,,
https://nuforc.org/sighting/?id=187020,01/16/2025 15:30,Stafford,VA,USA,Disk,Saw a grey disc with blue lights and antenna zig zagging through sky,01/20/2025,,
https://nuforc.org/sighting/?id=187099,01/11/2025 01:20,Denver,CO,USA,Other,"It was a weird shaped object. It seemed like it may have had arms, but circular in shape.",01/22/2025,Y,
https://nuforc.org/sighting/?id=186731,01/10/2025 21:02,Eugene,OR,USA,Orb,UAP Over Gillespie Butte Park Eugene Oregon 01/10/2025 9:02pm,01/11/2025,Y,
https://nuforc.org/sighting/?id=186826,01/10/2025 03:15,Loon Lake,WA,USA,Changing,"Spotted it a mile away as a yellow orb bright light, once I came closer, it appeared to transition into some kind of plane or drone",01/13/2025,,Drone?
https://nuforc.org/sighting/?id=186668,01/09/2025 23:30,San Vicente,Nayarit,Mexico,Diamond,"It was hovering at a low altitude, it had no propellers, it had no turbines, it had a magnetic sound, then it flew away.",01/09/2025,,
https://nuforc.org/sighting/?id=186537,01/08/2025 03:00,Athens,GA,USA,Circle,"Heard/felt a deep pulsating sound & higher one. It emitted red light, hovered, moved left to right. I got scared ran inside.",01/08/2025,,
https://nuforc.org/sighting/?id=186750,01/07/2025 21:45,Lyefjell,Rogaland,Norway,Cylinder,Dark green ufo sighting in Lyefjell Norway,01/11/2025,,
https://nuforc.org/sighting/?id=187290,01/07/2025 06:45,Henriette,MN,USA,Cigar,Large Cigar shaped object,01/29/2025,,
https://nuforc.org/sighting/?id=187331,01/06/2025 02:00,Webster,TX,USA,Triangle,I stepped outside my garage door for a smoke and noticed a seemingly impossible aircraft like I have never seen before in my life.,01/29/2025,,
https://nuforc.org/sighting/?id=186518,01/05/2025 23:14,Chapel Hill,NC,USA,Rectangle,Moving rectangular object with 20' x 20' bottom (approx) with red/green lights on opposite sides; other 2 sides had white lights.,01/07/2025,,
https://nuforc.org/sighting/?id=186529,01/04/2025 19:00,Carrollton,TX,USA,Other,"Object seen multiple times over the course of an hour, stationary and moving",01/07/2025,Y,
https://nuforc.org/sighting/?id=186399,01/03/2025 18:00,Arden-Arcade,CA,USA,Other,"I saw a craft that I thought was a plane, but it began ascending and descending then wavering between both, it came toward my car",01/03/2025,Y,
https://nuforc.org/sighting/?id=186378,01/02/2025 20:47,Narrowsburg,NY,USA,Other,Huge drone hovered over my house and reacted to me filming,01/03/2025,Y,Drone?
https://nuforc.org/sighting/?id=186238,12/30/2024 17:28,Wortham,England,United Kingdom,Disk,Disc shape object with ring of lights in centre with multiple colours changing quickly and moving very quickly.,12/31/2024,Y,
https://nuforc.org/sighting/?id=186050,12/26/2024 19:16,Houston,TX,USA,Unknown,Multiple orbs and a beetle shape object about the size of a commercial van,12/26/2024,Y,
https://nuforc.org/sighting/?id=186699,12/23/2024 19:23,Fort Lauderdale,FL,USA,Orb,Fort Lauderdale flight crew spots something strange in the sky,01/10/2025,,
https://nuforc.org/sighting/?id=186533,12/23/2024 18:43,Augusta,ME,USA,Unknown,"Two large, bright, circular lights. So close I could’ve thrown a baseball at it. There is no way I was the only one to witness this.",01/08/2025,,
https://nuforc.org/sighting/?id=186222,12/22/2024 23:00,Joplin,MO,USA,Orb,A white orb traveled over the city of Joplin traveling west. The orb was being followed by what looked like a small plane/Drone.,12/30/2024,,
https://nuforc.org/sighting/?id=185876,12/21/2024 20:47,Rochester,NY,USA,Other,"On Dec 21, 2024, at 8:43 PM in Charlotte, Rochester NY, I saw a reddish-orange plasma ball moving erratically, followed by a helicopter",12/22/2024,Y,
https://nuforc.org/sighting/?id=190381,12/21/2024 01:20,Little Rock,AR,USA,Circle,Circular/oval shaped metallic craft hovering on the side of hwy 440 south,06/22/2025,,
https://nuforc.org/sighting/?id=185716,12/20/2024 22:04,Barreiro,Setubal,Portugal,Triangle,"A light appeared from beneath the water, and that’s when something shaped like a pyramid emerged from the water.",12/21/2024,,
https://nuforc.org/sighting/?id=185726,12/20/2024 19:00,Weed,CA,USA,Circle,Stationary very large bright light hovered for 30 minutes before quickly accelerating away leaving a “light trail” behind,12/21/2024,Y,
https://nuforc.org/sighting/?id=185943,12/19/2024 23:30,Trapper Creek,AK,USA,Oval,Green glowing oval object the size of a school bus,12/24/2024,Y,
https://nuforc.org/sighting/?id=185956,12/19/2024 17:40,Ottawa,ON,Canada,Changing,"Low flying, hovering silent drones and commercial plane looking craft the size of an escalade with drone maneuverability.",12/24/2024,,Drone?
https://nuforc.org/sighting/?id=186541,12/18/2024 21:20,Jacksonville,FL,USA,Other,"Strange Drone or UFO Circling Argyle Forest in Jacksonville, FL",01/08/2025,Y,
https://nuforc.org/sighting/?id=185691,12/18/2024 20:00,Mount Vernon,WA,USA,Triangle,Size of a small house and we saw the triangle shape as clear as day. It was blinging with one green and one red light,12/20/2024,Y,
https://nuforc.org/sighting/?id=185603,12/18/2024 18:19,Lynnwood,WA,USA,Triangle,"I was driving with my electric i3 with my dog, saw a fast red light in sky about 300 feet from me and about 200 maybe above.",12/19/2024,Y,
https://nuforc.org/sighting/?id=185519,12/17/2024 17:30,Methuen,MA,USA,Star,"Saw at least more than 50 small lights in the sky, moving at a very fast pace",12/17/2024,,
https://nuforc.org/sighting/?id=185536,12/17/2024 06:58,Snohomish,WA,USA,Triangle,My dad was driving me to high school and there was hovering there three white lights - you could see dim three lights no red or green.,12/17/2024,,
https://nuforc.org/sighting/?id=185446,12/16/2024 17:35,Maltby,WA,USA,Other,Pulsating bright dim bright dim.,12/16/2024,,Drone?
https://nuforc.org/sighting/?id=185854,12/15/2024 21:30,Greycliff,MT,USA,Disk,Bright light appeared and then silver craft descended over highway,12/22/2024,,
https://nuforc.org/sighting/?id=185328,12/14/2024 19:30,Pensacola Beach,FL,USA,Oval,"Black, highly engineered, steel carbon(?), size of half a car, red+green blinking lights, no noise, moved quickly, traveled westbound",12/15/2024,,Drone?
https://nuforc.org/sighting/?id=185500,12/14/2024 02:00,Windsor,CT,USA,Disk,Awoke at around 2 am to see a large disk with orange and white lights rotating along it's circumference,12/17/2024,,
https://nuforc.org/sighting/?id=185366,12/13/2024 21:30,Bethlehem,PA,USA,Rectangle,We saw a large black rectangular object that moved so fast it looked like a glitch of reality.,12/16/2024,,
https://nuforc.org/sighting/?id=185991,12/13/2024 20:00,,AK,USA,Chevron,Large V shaped triangle with white lights,12/25/2024,,
https://nuforc.org/sighting/?id=185166,12/13/2024 18:58,London,ON,Canada,Light,I saw many large drones & then a giant bright spotlight appeared and hovered over my yard silently for about 40min before leaving.,12/14/2024,Y,Drone?
https://nuforc.org/sighting/?id=186262,12/12/2024 17:48,Shrewsbury,PA,USA,Orb,2 White Silent Orb Encounters 9 miles and an hour apart 100ft or less overhead from stationary positions until focused on for minutes,01/01/2025,Y,
https://nuforc.org/sighting/?id=186198,12/12/2024 15:50,Rocky Mount,VA,USA,Rectangle,"SUV sized, matte black drone light craft observed flying overhead in broad daylight.",12/30/2024,,Drone?
https://nuforc.org/sighting/?id=188810,12/11/2024 23:00,Barstow,CA,USA,Disk,"Flew over my home, extremely close above me. Disk was flat overhead and as it continued, scooped up and vertical, showing me its shape",04/09/2025,Y,
https://nuforc.org/sighting/?id=190488,12/11/2024 19:36,Hana,HI,USA,Other,"A large black angular shaped craft with several bright red orbital brilliant lights pulsating , gyrating, silent hovering",06/26/2025,Y,
https://nuforc.org/sighting/?id=185664,12/10/2024 19:51,Palmetto Bay,FL,USA,Disk,Craft was hovering above our homes with no sound,12/20/2024,Y,
https://nuforc.org/sighting/?id=189138,12/10/2024 06:50,Morinville,AB,Canada,Changing,"I was driving my son to work that morning. I drive a Honda civic. We live in Morinville, and he works in St Albert. We left our hom",04/23/2025,,
https://nuforc.org/sighting/?id=184920,12/08/2024 07:51,Chesterfield,MO,USA,Sphere,"Cloudy, drizzling sky during the evening, no wind or lighting, powerful and strong light beamed down onto us.",12/09/2024,,
https://nuforc.org/sighting/?id=185247,12/06/2024 01:00,Spencer,WI,USA,Orb,Orb Hovers above Each House in Neighborhood,12/15/2024,,
https://nuforc.org/sighting/?id=186292,12/04/2024 21:56,Hinsdale,IL,USA,Triangle,"Older prop ""cargo plane ?""/not a. jet followed closely by 2 triangular objects 3 round white lights underside of each.",01/01/2025,,
https://nuforc.org/sighting/?id=184742,12/03/2024 18:13,Wagener,SC,USA,Rectangle,Large lit floating object in sky,12/04/2024,,
https://nuforc.org/sighting/?id=185003,12/02/2024 22:00,,KY,USA,Circle,"A bright white object passed in front of our aircraft at 34,000 feet for about 1 second and then disappeared.",12/11/2024,,
https://nuforc.org/sighting/?id=184804,11/30/2024 19:30,,,Unspecified,Orb,Large stationary white light 1 km over South China Sea vanishes; then fast red orbs up from level sea; two yellow orbs horizontal,12/05/2024,Y,
https://nuforc.org/sighting/?id=184619,11/29/2024 17:30,Pueblo,CO,USA,Formation,"I saw a string of lights. I thought it was just satellites. However, this morning I work up with burn's (dots) across my forearm.",11/30/2024,Y,
https://nuforc.org/sighting/?id=188805,11/28/2024 22:30,Sunset Valley,TX,USA,Disk,"Black black disc with large red lights, two smaller blue lights",04/09/2025,Y,
https://nuforc.org/sighting/?id=187413,11/27/2024 01:00,Daytona Beach,FL,USA,Chevron,"A silent, hovering craft with bright downward-facing spotlights and a blue, solar panel-like underside",02/02/2025,,
https://nuforc.org/sighting/?id=185626,11/26/2024 21:30,Köngäs,Lappi,Finland,Other,My wife and I observed a square object with bright white lights in each corner of the object moving toward the northeast over the tree,12/19/2024,Y,
https://nuforc.org/sighting/?id=184521,11/26/2024 02:53,Springfield,MO,USA,Triangle,"Massive, shadowy, triangular, object that crossed the entire expanse of sky without a sound, nav lights, or contrail.",11/26/2024,,
https://nuforc.org/sighting/?id=189869,11/26/2024 01:00,Kokomo,IN,USA,Disk,Disk shape ufo stopped us on the highway in Indiana while we were driving home from Florida.,05/25/2025,,
https://nuforc.org/sighting/?id=185266,11/25/2024 22:10,Syosset,NY,USA,Unknown,"On the night of November 25, 2024, I was leaving work at the LIU/CW Post Tilles Center in Greenvale (north shore of Nassau County, near",12/15/2024,,Drone?
https://nuforc.org/sighting/?id=187084,11/25/2024 20:22,Eugene,OR,USA,Disk,Saw a disk-shaped object materialize & shoot off at an impossible speed.,01/22/2025,,
https://nuforc.org/sighting/?id=185081,11/25/2024 09:03,Tegucigalpa,Departamento de Francisco Morazán,Honduras,Oval,"In the morning, I saw a small, metallic UFO shaped like an American football hovering silently above a 15-story building",12/12/2024,Y,
https://nuforc.org/sighting/?id=184581,11/24/2024 20:55,Boise,ID,USA,Other,Crescent shaped. No noise 100-200 yards wide,11/28/2024,,
https://nuforc.org/sighting/?id=184647,11/24/2024 19:15,Fort Walton Beach,FL,USA,Triangle,"Very large, pitch black, silent, triangular(?) object flew overhead and disappeared from sight.",12/01/2024,,
https://nuforc.org/sighting/?id=184470,11/24/2024 03:00,Walsall,England,United Kingdom,Sphere,I saw the UFO from my window it was in my back garden and i saw an extraterrestrial.,11/23/2024,,
https://nuforc.org/sighting/?id=184420,11/21/2024 19:15,Parkton,NC,USA,Chevron,Driving back to my house and saw three lights in the shape of a Chevron flying really low and slow then another came after that one.,11/21/2024,Y,
https://nuforc.org/sighting/?id=184929,11/21/2024 17:30,Dillsburg,PA,USA,Orb,Two low flying large object with green lights,12/09/2024,Y,Aircraft?
https://nuforc.org/sighting/?id=184315,11/18/2024 19:26,Memphis,TN,USA,Rectangle,Weird object with red and white lights with unusual maneuvers,11/18/2024,,
https://nuforc.org/sighting/?id=184136,11/13/2024 21:30,Clovis,NM,USA,Triangle,"We was watching stars, when a triangle object with lights in each corner appeared",11/14/2024,,
https://nuforc.org/sighting/?id=187994,11/12/2024 18:00,Atoka,TN,USA,Other,Giant lights that seemed to hover above the trees and then instantly shoot out of sight at an unimaginable speed.,02/27/2025,,
https://nuforc.org/sighting/?id=184989,11/12/2024 14:30,New York,NY,USA,Oval,"I saw a light grey metallic oval object hovering low in sky, just above buildings. It then took off very very very fast going west.",12/10/2024,,
https://nuforc.org/sighting/?id=184032,11/11/2024 20:23,Calera,OK,USA,Changing,"It flew straight across the sky, then very quickly backwards, then shot straight forward past viewpoint while morphing in shape.",11/11/2024,Y,
https://nuforc.org/sighting/?id=183972,11/10/2024 16:32,Lancaster,KY,USA,Sphere,"Orb came from behind two odd Hovered over the river 15 feet from me, it expanded then contracted like it was breathing then flew off",11/10/2024,,
https://nuforc.org/sighting/?id=184215,11/04/2024 20:30,Yakima,WA,USA,Orb,Observed 3-5 white orbs in triangular formation moving around,11/16/2024,,
https://nuforc.org/sighting/?id=183851,11/04/2024 20:25,Chillowist,WA,USA,Light,Commercial aircraft reported three triangular lights above their position at FL360,11/04/2024,,
https://nuforc.org/sighting/?id=183829,11/03/2024 19:00,Bous,Remich,Luxembourg,Unknown,"A large, silent, unidentified flying object with white and red lights appeared above our car and then disappeared",11/03/2024,,
https://nuforc.org/sighting/?id=183844,11/02/2024 20:37,,CA,USA,Triangle,"Triangular formation of lights, Pyramid, sustained interaction.",11/04/2024,Y,
https://nuforc.org/sighting/?id=183812,11/01/2024 21:30,Rome,OR,USA,Unknown,Two lights maneuvering quickly on the horizon,11/02/2024,,Starlink (Racetrack)
https://nuforc.org/sighting/?id=183840,11/01/2024 21:20,Lakeview,OR,USA,Light,Bright white light moving at very high speeds,11/04/2024,Y,
https://nuforc.org/sighting/?id=184029,10/31/2024 22:40,National City,CA,USA,Orb,2 orbs flew directly over car sunroof from about 30' and came into full view in windshield.,11/11/2024,,
https://nuforc.org/sighting/?id=183508,10/26/2024 07:45,Fort Collins,CO,USA,Triangle,"Saw triangle shaped object traveling North to South, directly overhead.",10/26/2024,,
https://nuforc.org/sighting/?id=183521,10/26/2024 03:15,Minneapolis,MN,USA,Light,White Lights Moving Strangely in the Sky,10/26/2024,Y,
https://nuforc.org/sighting/?id=183540,10/25/2024 22:25,Bellevue,NE,USA,Formation,Black triangle with yellow spots evenly within it,10/25/2024,Y,
https://nuforc.org/sighting/?id=183577,10/22/2024 19:40,Hebron,MD,USA,Changing,Enormous flying boomerang shaped object in the sky. It was completely silent glided smoothly.,10/24/2024,Y,
https://nuforc.org/sighting/?id=183610,10/22/2024 19:14,Tredegar,Wales,United Kingdom,Changing,Lasted 10-15 seconds,10/22/2024,,
https://nuforc.org/sighting/?id=183560,10/21/2024 23:00,Mountain Center,CA,USA,Oval,White Light Hovering Over Santa Rosa Mountain,10/24/2024,,
https://nuforc.org/sighting/?id=183662,10/19/2024 23:00,Esmont,VA,USA,Oval,Brightly lit aircraft close to house hovered above ground at 40-50 FT then shot off very fast into horizon,10/20/2024,,
https://nuforc.org/sighting/?id=183646,10/19/2024 19:15,Saint Paul,MN,USA,Diamond,Four diamond-shaped craft flew below the plane going the opposite direction of the plane.,10/21/2024,Y,
https://nuforc.org/sighting/?id=183474,10/14/2024 11:30,Santa Rosa,CA,USA,Chevron,"I was looking out my bedroom window when I saw two alien looking spacecrafts shoot right by, they were completely silent.",10/15/2024,,
https://nuforc.org/sighting/?id=183888,10/12/2024 21:00,Tillamook,OR,USA,Triangle,"Slow, triangular wing 200 feet overhead",11/07/2024,Y,
https://nuforc.org/sighting/?id=183651,10/11/2024 03:00,Deatsville,AL,USA,Rectangle,"Summary: Witnessed a stationary, rectangular object emitting jet-like flames near the tree line.",10/20/2024,,
https://nuforc.org/sighting/?id=183429,10/10/2024 23:04,Oak Harbor,WA,USA,Orb,I was out looking at the Aurora Borealis and up out of the Dugualla Bay water pops up this Blueish Gray circular Orb.,10/11/2024,Y,
https://nuforc.org/sighting/?id=183443,10/10/2024 20:55,Joshua Tree,CA,USA,Chevron,Three chevron shaped crafts extremely close together in a line flew across a portion of the sky before disappearing,10/13/2024,Y,
https://nuforc.org/sighting/?id=183458,10/10/2024 20:45,Joshua Tree,CA,USA,Chevron,"The ship was otherworldly. It wasn’t just a metal structure, it wasn’t just orbs of light - it looked like it was from a sci-fi movie.",10/14/2024,Y,
https://nuforc.org/sighting/?id=184517,10/09/2024 02:05,Clarksville,TN,USA,Unknown,Direct contact in my home on October 9th.,11/25/2024,Y,
